id_vivienda,superficie,num_hab,distancia,fecha_const,parking,premiada,tam_buzon,precio,impuestos,vendida
viv_3257,114.0,3,3,1986-01-01,int,0,1.0,330000,33000.0,1
viv_3258,114.0,2,7,1975-01-01,int,0,1.4,277000,27700.0,1
viv_3259,115.0,3,10,1979-01-01,,0,1.2,204000,20400.0,1
viv_3260,101.0,4+,2,1965-01-01,,0,0.6,243000,24300.0,1
viv_3261,67.0,1,4,2010-01-01,,0,1.3,162000,16200.0,1
viv_3262,117.0,2,9,2015-01-01,int,0,0.7,122000,12200.0,0
viv_3263,85.0,1,3,1990-01-01,int,0,1.4,200000,20000.0,1
viv_3264,106.0,3,10,2000-01-01,,0,1.3,150000,15000.0,0
viv_3265,101.0,4+,4,1975-01-01,,0,0.5,269000,26900.0,1
viv_3266,103.0,3,6,1978-01-01,int,0,0.9,300000,30000.0,1
viv_3267,60.0,3,4,1991-01-01,int,0,1.9,214000,21400.0,1
viv_3268,87.0,1,3,1997-01-01,int,0,1.9,205000,20500.0,1
viv_3269,107.0,2,1,2018-01-01,int,0,0.6,296000,29600.0,1
viv_3270,66.0,1,8,2012-01-01,int,0,1.0,240000,24000.0,0
viv_3271,103.0,2,2,1972-01-01,int,0,1.8,279000,27900.0,1
viv_3272,109.0,4+,7,1973-01-01,,0,0.7,250000,25000.0,0
viv_3273,86.0,3,4,2008-01-01,,0,1.7,216000,21600.0,0
viv_3274,103.0,2,7,1993-01-01,,0,1.7,237000,23700.0,1
viv_3275,109.0,1,4,1978-01-01,int,0,1.0,223000,22300.0,1
viv_3276,96.0,1,5,2004-01-01,ext,0,1.3,205000,20500.0,1
viv_3277,94.0,1,1,1981-01-01,ext,0,1.8,232000,23200.0,0
viv_3278,71.0,1,5,1980-01-01,ext,0,1.7,175000,17500.0,1
viv_3279,105.0,4+,7,2013-01-01,int,0,0.7,315000,31500.0,1
viv_3280,111.0,3,4,1974-01-01,int,0,0.7,319000,31900.0,1
viv_3281,79.0,4+,2,1989-01-01,ext,0,0.9,266000,26600.0,1
viv_3282,129.0,2,6,2015-01-01,int,0,2.0,312000,31200.0,1
viv_3283,61.0,4+,3,1977-01-01,int,0,0.8,221000,22100.0,1
viv_3284,96.0,1,10,1979-01-01,ext,0,0.8,160000,16000.0,1
viv_3285,119.0,1,10,1992-01-01,ext,0,0.7,173000,17300.0,1
viv_3286,110.0,2,9,2023-01-01,int,0,1.8,251000,25100.0,1
viv_3287,117.0,2,6,1998-01-01,int,0,1.4,294000,29400.0,1
viv_3288,71.0,2,6,1978-01-01,int,0,0.9,218000,21800.0,1
viv_3289,64.0,2,1,2020-01-01,,0,1.7,192000,19200.0,1
viv_3290,106.0,1,5,1994-01-01,int,0,2.0,219000,21900.0,1
viv_3291,121.0,4+,9,1975-01-01,ext,0,0.8,283000,28300.0,1
viv_3292,122.0,1,5,1975-01-01,,0,0.6,206000,20600.0,1
viv_3293,104.0,4+,10,2012-01-01,ext,0,1.5,222000,22200.0,1
viv_3294,122.0,1,7,2005-01-01,int,0,1.1,228000,22800.0,1
viv_3295,69.0,2,4,2007-01-01,int,0,1.8,221000,22100.0,1
viv_3296,65.0,2,9,1977-01-01,int,0,1.9,186000,18600.0,1
viv_3297,100.0,3,7,2003-01-01,,0,1.3,252000,25200.0,1
viv_3298,115.0,2,4,1992-01-01,ext,0,1.2,289000,28900.0,1
viv_3299,123.0,2,7,2012-01-01,,0,1.2,187000,18700.0,0
viv_3300,121.0,4+,4,2013-01-01,ext,0,0.6,349000,34900.0,1
viv_3301,101.0,3,8,1973-01-01,,0,1.8,240000,24000.0,1
viv_3302,100.0,3,1,2020-01-01,ext,0,0.7,300000,30000.0,1
viv_3303,66.0,3,5,1991-01-01,,0,1.5,204000,20400.0,1
viv_3304,96.0,3,5,1990-01-01,,0,1.9,255000,25500.0,1
viv_3305,108.0,4+,9,1964-01-01,int,0,1.8,144000,14400.0,0
viv_3306,78.0,1,5,1969-01-01,int,0,1.5,185000,18500.0,1
viv_3307,106.0,2,8,1998-01-01,int,0,0.5,313000,31300.0,0
viv_3308,89.0,4+,7,2011-01-01,int,0,0.6,284000,28400.0,1
viv_3309,128.0,2,2,1997-01-01,int,0,1.5,212000,21200.0,0
viv_3310,88.0,3,6,1970-01-01,ext,0,1.5,155000,15500.0,0
viv_3311,94.0,2,4,1987-01-01,int,0,1.0,264000,26400.0,1
viv_3312,87.0,3,4,2019-01-01,,0,0.8,139000,13900.0,0
viv_3313,112.0,4+,10,2018-01-01,ext,0,1.6,228000,22800.0,1
viv_3314,70.0,4+,1,2004-01-01,int,0,1.5,255000,25500.0,1
viv_3315,67.0,2,1,2021-01-01,,0,1.0,342000,34200.0,0
viv_3316,70.0,2,5,1997-01-01,ext,0,1.6,215000,21500.0,1
viv_3317,123.0,2,7,1986-01-01,ext,0,0.8,282000,28200.0,1
viv_3318,87.0,1,5,1995-01-01,,0,1.4,219000,21900.0,0
viv_3319,112.0,3,4,1988-01-01,int,0,1.1,324000,32400.0,1
viv_3320,94.0,2,3,2018-01-01,ext,0,0.6,275000,27500.0,0
viv_3321,109.0,2,7,2021-01-01,,0,2.0,149000,14900.0,0
viv_3322,123.0,4+,9,2005-01-01,int,0,0.7,304000,30400.0,1
viv_3323,90.0,2,10,2001-01-01,ext,0,1.3,233000,23300.0,0
viv_3324,109.0,1,1,1979-01-01,int,0,1.6,229000,22900.0,1
viv_3325,107.0,3,2,2008-01-01,int,0,0.8,139000,13900.0,0
viv_3326,115.0,1,8,1976-01-01,,0,1.6,191000,19100.0,1
viv_3327,85.0,2,9,2022-01-01,,0,1.8,196000,19600.0,1
viv_3328,102.0,3,5,2007-01-01,ext,0,0.6,287000,28700.0,0
viv_3329,76.0,1,10,1966-01-01,,0,1.4,133000,13300.0,1
viv_3330,106.0,2,1,2012-01-01,int,0,1.6,280000,28000.0,0
viv_3331,92.0,1,10,1993-01-01,ext,0,0.8,158000,15800.0,1
viv_3332,126.0,2,3,1971-01-01,int,0,0.6,171000,17100.0,0
viv_3333,129.0,1,6,2022-01-01,ext,0,0.6,232000,23200.0,1
viv_3334,110.0,4+,3,1982-01-01,int,0,0.8,343000,34300.0,1
viv_3335,99.0,2,7,1973-01-01,int,0,1.4,340000,34000.0,0
viv_3336,78.0,4+,6,1977-01-01,int,0,0.6,257000,25700.0,1
viv_3337,99.0,4+,9,1988-01-01,int,0,0.8,270000,27000.0,1
viv_3338,109.0,1,7,1973-01-01,,0,1.0,156000,15600.0,0
viv_3339,91.0,4+,8,2011-01-01,,0,1.7,243000,24300.0,1
viv_3340,123.0,4+,7,2010-01-01,ext,0,1.8,331000,33100.0,1
viv_3341,92.0,1,9,1973-01-01,int,0,0.7,184000,18400.0,1
viv_3342,93.0,4+,1,2000-01-01,ext,0,2.0,299000,29900.0,1
viv_3343,92.0,2,5,2018-01-01,int,0,1.2,264000,26400.0,1
viv_3344,70.0,4+,6,1972-01-01,int,0,2.0,256000,25600.0,0
viv_3345,64.0,4+,1,1980-01-01,ext,0,1.9,229000,22900.0,1
viv_3346,98.0,2,2,1977-01-01,ext,0,1.1,278000,27800.0,0
viv_3347,71.0,1,2,2014-01-01,ext,0,1.2,182000,18200.0,1
viv_3348,108.0,4+,1,2014-01-01,ext,0,1.3,328000,32800.0,1
viv_3349,78.0,4+,4,1972-01-01,ext,0,1.5,256000,25600.0,1
viv_3350,94.0,4+,7,1994-01-01,ext,0,1.1,279000,27900.0,1
viv_3351,117.0,3,7,1980-01-01,int,0,0.7,315000,31500.0,1
viv_3352,98.0,1,6,1990-01-01,ext,0,0.5,170000,17000.0,0
viv_3353,125.0,3,3,1982-01-01,int,0,0.6,184000,18400.0,0
viv_3354,115.0,4+,3,1981-01-01,ext,0,1.0,335000,33500.0,1
viv_3355,65.0,4+,4,1969-01-01,,0,0.7,254000,25400.0,0
viv_3356,129.0,3,8,2015-01-01,ext,0,1.4,311000,31100.0,1
viv_3357,78.0,4+,3,2008-01-01,ext,0,0.5,263000,26300.0,1
viv_3358,93.0,1,2,2018-01-01,ext,0,1.2,209000,20900.0,1
viv_3359,72.0,4+,7,1966-01-01,ext,0,0.8,217000,21700.0,1
viv_3360,102.0,2,6,1973-01-01,,0,1.7,236000,23600.0,1
viv_3361,90.0,2,2,1998-01-01,,0,1.9,231000,23100.0,1
viv_3362,111.0,3,10,2023-01-01,,0,0.6,202000,20200.0,1
viv_3363,83.0,2,1,1993-01-01,int,0,0.8,251000,25100.0,1
viv_3364,90.0,2,4,1998-01-01,ext,0,0.8,249000,24900.0,1
viv_3365,129.0,1,8,1965-01-01,int,0,1.1,202000,20200.0,1
viv_3366,121.0,4+,10,1982-01-01,int,0,0.9,204000,20400.0,0
viv_3367,97.0,3,4,1995-01-01,int,0,1.3,297000,29700.0,1
viv_3368,63.0,2,8,2008-01-01,int,0,0.8,169000,16900.0,0
viv_3369,78.0,1,6,1979-01-01,ext,0,1.3,183000,18300.0,1
viv_3370,78.0,2,5,2004-01-01,int,0,0.7,234000,23400.0,1
viv_3371,128.0,1,1,2001-01-01,ext,0,1.4,236000,23600.0,1
viv_3372,67.0,4+,5,1989-01-01,int,0,1.5,239000,23900.0,1
viv_3373,72.0,2,7,1995-01-01,,0,0.7,197000,19700.0,1
viv_3374,88.0,3,2,2000-01-01,int,0,2.0,283000,28300.0,1
viv_3375,85.0,3,2,1989-01-01,ext,0,1.9,221000,22100.0,0
viv_3376,86.0,3,3,2013-01-01,int,0,1.5,279000,27900.0,1
viv_3377,92.0,2,8,2001-01-01,,0,1.7,218000,21800.0,1
viv_3378,115.0,4+,5,1964-01-01,int,0,1.2,246000,24600.0,1
viv_3379,92.0,4+,2,2008-01-01,ext,0,0.9,294000,29400.0,1
viv_3380,77.0,2,9,1965-01-01,ext,0,1.7,183000,18300.0,1
viv_3381,120.0,3,3,1995-01-01,ext,0,0.6,329000,32900.0,1
viv_3382,123.0,4+,5,1987-01-01,ext,0,1.2,341000,34100.0,1
viv_3383,120.0,1,7,2018-01-01,int,0,1.4,225000,22500.0,1
viv_3384,61.0,1,1,1991-01-01,,0,0.6,157000,15700.0,1
viv_3385,127.0,3,1,1976-01-01,ext,0,1.0,338000,33800.0,1
viv_3386,127.0,1,4,1991-01-01,ext,0,2.0,231000,23100.0,1
viv_3387,129.0,3,7,2002-01-01,ext,0,0.8,194000,19400.0,0
viv_3388,127.0,1,4,2012-01-01,ext,0,0.9,233000,23300.0,1
viv_3389,62.0,4+,3,1967-01-01,,0,0.8,326000,32600.0,0
viv_3390,87.0,1,10,2008-01-01,,0,1.2,309000,30900.0,0
viv_3391,111.0,2,8,1985-01-01,ext,0,0.7,233000,23300.0,0
viv_3392,83.0,1,10,1994-01-01,ext,0,1.1,155000,15500.0,1
viv_3393,77.0,2,4,1990-01-01,,0,0.6,211000,21100.0,1
viv_3394,124.0,3,8,1998-01-01,int,0,1.5,314000,31400.0,1
viv_3395,130.0,2,9,2004-01-01,,0,0.5,344000,34400.0,0
viv_3396,68.0,4+,3,1965-01-01,,0,1.3,193000,19300.0,1
viv_3397,106.0,4+,7,2006-01-01,ext,0,1.0,305000,30500.0,1
viv_3398,76.0,1,4,1998-01-01,int,0,1.1,188000,18800.0,1
viv_3399,104.0,3,2,2015-01-01,int,0,1.4,317000,31700.0,1
viv_3400,114.0,4+,6,1992-01-01,,0,1.0,290000,29000.0,1
viv_3401,110.0,2,10,2011-01-01,int,0,1.9,349000,34900.0,0
viv_3402,118.0,3,7,1978-01-01,ext,0,1.2,305000,30500.0,1
viv_3403,88.0,3,9,2005-01-01,ext,0,1.7,235000,23500.0,1
viv_3404,114.0,1,4,1970-01-01,,0,1.6,198000,19800.0,1
viv_3405,75.0,4+,7,2006-01-01,,0,0.6,222000,22200.0,1
viv_3406,66.0,4+,1,2013-01-01,int,0,0.5,242000,24200.0,1
viv_3407,82.0,1,7,2002-01-01,int,0,1.9,190000,19000.0,1
viv_3408,102.0,4+,4,2013-01-01,ext,0,1.3,132000,13200.0,0
viv_3409,122.0,3,5,1998-01-01,int,0,1.3,146000,14600.0,0
viv_3410,103.0,1,8,1965-01-01,,0,0.8,116000,11600.0,0
viv_3411,88.0,2,2,1987-01-01,ext,0,2.0,217000,21700.0,0
viv_3412,117.0,4+,8,1982-01-01,ext,0,0.7,308000,30800.0,1
viv_3413,99.0,2,2,2007-01-01,ext,0,1.9,268000,26800.0,1
viv_3414,66.0,2,10,2011-01-01,int,0,0.8,164000,16400.0,1
viv_3415,100.0,3,7,2010-01-01,,0,1.9,252000,25200.0,1
viv_3416,123.0,3,3,2005-01-01,ext,0,1.2,337000,33700.0,1
viv_3417,74.0,1,1,1990-01-01,int,0,1.1,190000,19000.0,1
viv_3418,90.0,4+,3,1981-01-01,int,0,1.5,299000,29900.0,1
viv_3419,60.0,3,10,2009-01-01,ext,0,1.2,162000,16200.0,1
viv_3420,85.0,2,6,2012-01-01,,0,1.7,298000,29800.0,0
viv_3421,112.0,2,3,1989-01-01,,0,1.3,256000,25600.0,1
viv_3422,122.0,2,8,1977-01-01,,0,1.6,242000,24200.0,1
viv_3423,103.0,2,9,1993-01-01,ext,0,1.9,234000,23400.0,1
viv_3424,102.0,3,9,2018-01-01,ext,0,0.7,292000,29200.0,0
viv_3425,95.0,4+,3,2023-01-01,,0,1.4,267000,26700.0,1
viv_3426,125.0,3,1,1970-01-01,,0,1.3,289000,28900.0,1
viv_3427,95.0,4+,7,1964-01-01,int,0,1.2,219000,21900.0,1
viv_3428,102.0,2,3,2010-01-01,int,0,1.8,285000,28500.0,1
viv_3429,98.0,3,8,1995-01-01,,0,1.4,239000,23900.0,1
viv_3430,78.0,2,10,1966-01-01,int,0,1.3,169000,16900.0,1
viv_3431,83.0,4+,2,2000-01-01,int,0,1.1,190000,19000.0,0
viv_3432,87.0,2,2,1988-01-01,,0,1.4,227000,22700.0,1
viv_3433,68.0,4+,1,2014-01-01,int,0,1.8,245000,24500.0,1
viv_3434,127.0,2,10,1993-01-01,,0,1.7,200000,20000.0,1
viv_3435,87.0,3,4,1975-01-01,ext,0,1.3,309000,30900.0,0
viv_3436,124.0,4+,8,2010-01-01,int,0,1.0,330000,33000.0,1
viv_3437,98.0,1,10,1980-01-01,ext,0,0.9,162000,16200.0,1
viv_3438,85.0,2,4,1985-01-01,ext,0,1.5,243000,24300.0,1
viv_3439,116.0,4+,2,1998-01-01,,0,1.6,302000,30200.0,1
viv_3440,104.0,4+,10,1971-01-01,ext,0,1.8,215000,21500.0,1
viv_3441,72.0,2,4,1976-01-01,ext,0,1.3,111000,11100.0,0
viv_3442,69.0,4+,2,1971-01-01,,0,1.4,217000,21700.0,1
viv_3443,126.0,4+,10,2001-01-01,,0,1.9,220000,22000.0,1
viv_3444,95.0,2,10,1991-01-01,int,0,1.3,196000,19600.0,1
viv_3445,84.0,4+,3,2003-01-01,ext,0,1.4,277000,27700.0,1
viv_3446,106.0,1,4,2003-01-01,ext,0,1.3,215000,21500.0,1
viv_3447,113.0,4+,3,1996-01-01,,0,0.9,166000,16600.0,0
viv_3448,87.0,2,6,1986-01-01,int,0,1.6,246000,24600.0,1
viv_3449,94.0,4+,10,1979-01-01,,0,1.5,193000,19300.0,1
viv_3450,69.0,2,8,1964-01-01,ext,0,1.9,162000,16200.0,1
viv_3451,99.0,4+,5,2022-01-01,ext,0,1.3,304000,30400.0,1
viv_3452,70.0,4+,4,1994-01-01,int,0,1.4,246000,24600.0,1
viv_3453,122.0,1,9,2023-01-01,int,0,1.7,208000,20800.0,1
viv_3454,111.0,3,5,2015-01-01,ext,0,1.3,309000,30900.0,1
viv_3455,112.0,1,10,1985-01-01,ext,0,0.6,331000,33100.0,0
viv_3456,86.0,3,6,1967-01-01,int,0,0.9,161000,16100.0,0
viv_3457,64.0,3,8,1983-01-01,ext,0,1.5,202000,20200.0,1
viv_3458,106.0,2,6,2022-01-01,ext,0,1.8,141000,14100.0,0
viv_3459,111.0,1,2,2016-01-01,ext,0,1.8,226000,22600.0,1
viv_3460,119.0,3,1,2017-01-01,ext,0,1.5,336000,33600.0,1
viv_3461,85.0,4+,2,1990-01-01,ext,0,0.7,276000,27600.0,1
viv_3462,111.0,3,6,1993-01-01,ext,0,0.9,242000,24200.0,0
viv_3463,118.0,1,1,1990-01-01,int,0,1.7,235000,23500.0,1
viv_3464,71.0,4+,2,1980-01-01,int,0,1.6,252000,25200.0,1
viv_3465,126.0,2,9,2009-01-01,ext,0,1.1,259000,25900.0,1
viv_3466,84.0,4+,4,2004-01-01,ext,0,1.9,272000,27200.0,1
viv_3467,101.0,4+,5,2002-01-01,ext,0,0.8,304000,30400.0,1
viv_3468,113.0,3,2,2003-01-01,int,0,0.7,337000,33700.0,1
viv_3469,83.0,3,10,1975-01-01,int,0,1.9,278000,27800.0,0
viv_3470,129.0,1,8,1985-01-01,int,0,0.9,225000,22500.0,1
viv_3471,123.0,4+,4,2015-01-01,,0,0.7,310000,31000.0,1
viv_3472,66.0,4+,3,1986-01-01,ext,0,1.3,230000,23000.0,1
viv_3473,115.0,4+,9,1976-01-01,int,0,1.9,291000,29100.0,1
viv_3474,70.0,2,10,1984-01-01,,0,1.8,265000,26500.0,0
viv_3475,102.0,2,1,2013-01-01,ext,0,1.2,274000,27400.0,1
viv_3476,75.0,2,1,2000-01-01,int,0,1.7,235000,23500.0,1
viv_3477,87.0,4+,8,2007-01-01,int,0,2.0,270000,27000.0,1
viv_3478,108.0,1,4,1971-01-01,,0,1.9,207000,20700.0,0
viv_3479,90.0,2,4,1970-01-01,ext,0,1.7,245000,24500.0,1
viv_3480,105.0,3,5,1966-01-01,int,0,1.2,277000,27700.0,1
viv_3481,64.0,3,2,2008-01-01,int,0,1.2,168000,16800.0,0
viv_3482,67.0,4+,8,2020-01-01,int,0,0.6,225000,22500.0,1
viv_3483,98.0,3,10,2002-01-01,,0,1.1,228000,22800.0,0
viv_3484,75.0,3,2,2011-01-01,,0,0.5,132000,13200.0,0
viv_3485,89.0,3,9,1976-01-01,ext,0,1.3,302000,30200.0,0
viv_3486,101.0,1,7,1996-01-01,,0,0.7,188000,18800.0,1
viv_3487,118.0,3,5,1966-01-01,,0,1.7,260000,26000.0,1
viv_3488,130.0,4+,5,1967-01-01,int,0,0.6,342000,34200.0,1
viv_3489,121.0,4+,4,2023-01-01,,0,1.5,305000,30500.0,1
viv_3490,122.0,4+,8,1964-01-01,int,0,1.2,237000,23700.0,1
viv_3491,61.0,2,10,2009-01-01,ext,0,0.9,154000,15400.0,1
viv_3492,106.0,4+,8,1990-01-01,ext,0,1.9,291000,29100.0,1
viv_3493,78.0,2,3,1982-01-01,ext,0,0.7,179000,17900.0,0
viv_3494,78.0,2,5,1996-01-01,int,0,0.5,200000,20000.0,0
viv_3495,85.0,1,8,2015-01-01,int,0,1.0,191000,19100.0,1
viv_3496,118.0,2,1,2016-01-01,int,0,1.2,309000,30900.0,1
viv_3497,101.0,1,7,2004-01-01,ext,0,1.4,190000,19000.0,0
viv_3498,74.0,2,5,1973-01-01,,0,0.8,202000,20200.0,1
viv_3499,90.0,2,6,2019-01-01,int,0,0.9,252000,25200.0,1
viv_3500,94.0,2,7,2008-01-01,ext,0,1.5,246000,24600.0,1
viv_3501,126.0,3,4,1981-01-01,ext,0,1.1,335000,33500.0,1
viv_3502,130.0,2,1,2017-01-01,ext,0,0.6,316000,31600.0,1
viv_3503,128.0,2,3,1986-01-01,int,0,1.5,321000,32100.0,1
viv_3504,110.0,1,9,1972-01-01,int,0,1.7,197000,19700.0,1
viv_3505,62.0,4+,9,2015-01-01,ext,0,0.7,120000,12000.0,0
viv_3506,66.0,4+,9,1992-01-01,,0,1.7,187000,18700.0,1
viv_3507,128.0,3,6,1986-01-01,int,0,1.3,338000,33800.0,1
viv_3508,60.0,3,6,1978-01-01,ext,0,1.1,203000,20300.0,1
viv_3509,82.0,2,9,1983-01-01,int,0,1.3,267000,26700.0,0
viv_3510,100.0,2,2,1994-01-01,int,0,0.5,281000,28100.0,1
viv_3511,71.0,4+,2,1981-01-01,,0,0.5,223000,22300.0,1
viv_3512,111.0,4+,3,1990-01-01,int,0,0.7,348000,34800.0,1
viv_3513,72.0,2,8,1982-01-01,,0,0.7,313000,31300.0,0
viv_3514,116.0,2,4,2012-01-01,ext,0,1.2,232000,23200.0,0
viv_3515,117.0,1,6,2003-01-01,,0,1.2,202000,20200.0,1
viv_3516,115.0,1,6,1996-01-01,ext,0,1.7,218000,21800.0,1
viv_3517,60.0,4+,6,2018-01-01,int,0,1.1,218000,21800.0,1
viv_3518,68.0,1,2,1985-01-01,int,0,1.7,179000,17900.0,1
viv_3519,121.0,2,8,2023-01-01,int,0,1.4,282000,28200.0,1
viv_3520,67.0,2,5,2004-01-01,,0,2.0,182000,18200.0,0
viv_3521,93.0,3,4,1998-01-01,,0,1.9,253000,25300.0,1
viv_3522,91.0,1,6,1975-01-01,,0,1.4,162000,16200.0,0
viv_3523,72.0,2,3,1989-01-01,ext,0,1.2,221000,22100.0,1
viv_3524,97.0,3,2,2011-01-01,ext,0,1.1,289000,28900.0,1
viv_3525,88.0,3,2,1988-01-01,int,0,0.8,280000,28000.0,1
viv_3526,62.0,3,7,2004-01-01,,0,0.5,190000,19000.0,1
viv_3527,64.0,4+,7,2011-01-01,ext,0,1.7,217000,21700.0,1
viv_3528,65.0,4+,10,1969-01-01,,0,0.7,158000,15800.0,1
viv_3529,81.0,4+,7,1995-01-01,,0,1.3,205000,20500.0,0
viv_3530,73.0,4+,4,1981-01-01,ext,0,1.6,246000,24600.0,1
viv_3531,84.0,2,8,1976-01-01,ext,0,0.9,294000,29400.0,0
viv_3532,116.0,2,6,1977-01-01,,0,0.8,251000,25100.0,1
viv_3533,100.0,2,6,1996-01-01,int,0,0.6,270000,27000.0,1
viv_3534,97.0,3,10,1980-01-01,,0,0.9,214000,21400.0,0
viv_3535,64.0,1,2,1968-01-01,int,0,1.4,169000,16900.0,1
viv_3536,62.0,4+,7,2020-01-01,ext,0,1.9,349000,34900.0,0
viv_3537,74.0,4+,4,1989-01-01,int,0,0.8,261000,26100.0,0
viv_3538,80.0,3,10,2018-01-01,int,0,0.6,194000,19400.0,1
viv_3539,90.0,3,2,1969-01-01,,0,1.6,240000,24000.0,1
viv_3540,123.0,3,8,2019-01-01,int,0,1.6,315000,31500.0,1
viv_3541,128.0,4+,9,2015-01-01,int,0,1.6,309000,30900.0,1
viv_3542,78.0,1,8,2009-01-01,ext,0,0.8,162000,16200.0,0
viv_3543,117.0,4+,3,1982-01-01,,0,1.4,298000,29800.0,1
viv_3544,115.0,1,1,2011-01-01,,0,0.9,211000,21100.0,1
viv_3545,102.0,4+,5,1980-01-01,int,0,1.2,314000,31400.0,1
viv_3546,84.0,4+,10,1986-01-01,ext,0,1.8,201000,20100.0,1
viv_3547,123.0,4+,7,2018-01-01,ext,0,1.2,335000,33500.0,1
viv_3548,89.0,4+,8,1980-01-01,ext,0,1.8,258000,25800.0,1
viv_3549,96.0,4+,4,1978-01-01,int,0,1.0,304000,30400.0,1
viv_3550,74.0,2,1,1973-01-01,int,0,1.7,228000,22800.0,1
viv_3551,128.0,2,1,2018-01-01,ext,0,1.5,314000,31400.0,1
viv_3552,66.0,3,10,1969-01-01,int,0,1.0,171000,17100.0,1
viv_3553,129.0,2,6,1997-01-01,,0,1.7,268000,26800.0,1
viv_3554,71.0,2,1,1982-01-01,ext,0,0.8,220000,22000.0,1
viv_3555,78.0,2,7,1982-01-01,ext,0,1.0,140000,14000.0,0
viv_3556,79.0,3,6,1995-01-01,,0,0.9,224000,22400.0,1
viv_3557,125.0,2,10,2008-01-01,ext,0,1.1,214000,21400.0,1
viv_3558,97.0,1,7,1966-01-01,ext,0,0.8,188000,18800.0,1
viv_3559,117.0,1,4,1992-01-01,ext,0,0.6,226000,22600.0,1
viv_3560,114.0,4+,2,2012-01-01,ext,0,1.5,342000,34200.0,1
viv_3561,79.0,2,1,1992-01-01,ext,0,1.6,110000,11000.0,0
viv_3562,117.0,3,2,1987-01-01,,0,1.1,288000,28800.0,1
viv_3563,120.0,1,3,1999-01-01,int,0,1.3,235000,23500.0,1
viv_3564,100.0,1,6,1971-01-01,ext,0,0.5,237000,23700.0,0
viv_3565,67.0,2,3,2015-01-01,int,0,1.6,218000,21800.0,1
viv_3566,108.0,3,3,1988-01-01,ext,0,0.7,307000,30700.0,1
viv_3567,81.0,2,6,2010-01-01,ext,0,1.2,112000,11200.0,0
viv_3568,118.0,2,6,1988-01-01,int,0,1.5,294000,29400.0,1
viv_3569,77.0,3,8,1972-01-01,int,0,1.7,234000,23400.0,1
viv_3570,78.0,4+,7,2002-01-01,,0,0.5,156000,15600.0,0
viv_3571,69.0,3,10,1976-01-01,int,0,1.4,177000,17700.0,1
viv_3572,103.0,4+,2,2008-01-01,,0,1.9,282000,28200.0,1
viv_3573,62.0,4+,6,1967-01-01,ext,0,1.6,205000,20500.0,1
viv_3574,91.0,4+,6,2001-01-01,int,0,1.3,291000,29100.0,1
viv_3575,70.0,4+,6,1991-01-01,ext,0,1.0,323000,32300.0,0
viv_3576,99.0,3,8,1994-01-01,int,0,1.7,305000,30500.0,0
viv_3577,99.0,4+,5,1978-01-01,ext,0,1.6,300000,30000.0,1
viv_3578,124.0,1,1,1973-01-01,ext,0,1.4,228000,22800.0,1
viv_3579,83.0,4+,7,2023-01-01,,0,1.4,230000,23000.0,0
viv_3580,74.0,1,8,1980-01-01,ext,0,1.1,210000,21000.0,0
viv_3581,103.0,4+,9,1988-01-01,,0,0.9,242000,24200.0,1
viv_3582,88.0,2,8,1975-01-01,,0,1.5,211000,21100.0,1
viv_3583,127.0,1,10,1990-01-01,ext,0,1.4,177000,17700.0,1
viv_3584,60.0,2,4,1987-01-01,ext,0,1.1,193000,19300.0,1
viv_3585,130.0,2,4,2012-01-01,int,0,1.1,323000,32300.0,1
viv_3586,94.0,4+,1,1987-01-01,ext,0,1.3,299000,29900.0,1
viv_3587,130.0,2,8,1964-01-01,int,0,0.6,176000,17600.0,0
viv_3588,95.0,2,5,1985-01-01,,0,1.0,230000,23000.0,1
viv_3589,85.0,4+,1,1988-01-01,,0,2.0,232000,23200.0,0
viv_3590,127.0,1,1,1986-01-01,,0,1.8,215000,21500.0,1
viv_3591,127.0,2,8,1993-01-01,,0,0.9,250000,25000.0,1
viv_3592,128.0,2,8,2023-01-01,ext,0,1.6,278000,27800.0,1
viv_3593,79.0,4+,4,2007-01-01,int,0,1.7,271000,27100.0,1
viv_3594,79.0,3,5,1999-01-01,ext,0,0.9,251000,25100.0,1
viv_3595,97.0,1,7,2020-01-01,int,0,0.7,206000,20600.0,1
viv_3596,95.0,1,6,1981-01-01,int,0,0.6,208000,20800.0,1
viv_3597,98.0,3,1,2013-01-01,ext,0,1.2,295000,29500.0,1
viv_3598,121.0,2,8,2005-01-01,,0,1.6,245000,24500.0,1
viv_3599,83.0,2,4,1977-01-01,int,0,1.7,244000,24400.0,1
viv_3600,101.0,2,10,1980-01-01,ext,0,1.0,196000,19600.0,1
viv_3601,119.0,3,2,2014-01-01,int,0,1.1,343000,34300.0,1
viv_3602,93.0,3,8,1966-01-01,ext,0,2.0,322000,32200.0,0
viv_3603,97.0,1,8,2014-01-01,,0,0.7,265000,26500.0,0
viv_3604,68.0,1,6,2017-01-01,int,0,1.2,175000,17500.0,1
viv_3605,129.0,3,8,1983-01-01,int,0,1.5,271000,27100.0,0
viv_3606,86.0,4+,4,2009-01-01,,0,1.6,266000,26600.0,0
viv_3607,115.0,4+,9,2023-01-01,int,0,1.2,258000,25800.0,0
viv_3608,107.0,4+,2,1977-01-01,,0,1.7,283000,28300.0,1
viv_3609,129.0,1,4,2010-01-01,ext,0,1.5,237000,23700.0,1
viv_3610,118.0,1,8,1972-01-01,,0,1.3,193000,19300.0,1
